3069,Shah Amanat International Airport,Bangladesh,CGP,22.24959946,91.81330109,12,U,Asia/Dhaka
4380,Longjia Airport,China,CGQ,43.99620056,125.6849976,706,U,Asia/Shanghai
2371,Jinhae Airbase/Airport (G-813/K-10),South Korea,CHF,35.140248,128.696229,8,U,Asia/Seoul
6772,Chaoyang Airport,China,CHG,41.538101,120.434998,568,U,Asia/Shanghai
2364,Jeon Ju Airport (G-703),South Korea,CHN,35.87808,127.119112,96,U,Asia/Seoul
6342,Chifeng Airport,China,CIF,42.23500061,118.9079971,0,U,Asia/Shanghai
6343,Changzhi Airport,China,CIH,36.247501,113.125999,0,U,Asia/Shanghai
2914,Shymkent Airport,Kazakhstan,CIT,42.36420059,69.47889709,1385,U,Asia/Qyzylorda
3135,Coimbatore International Airport,India,CJB,11.02999973,77.04340363,1324,N,Asia/Calcutta
6008,Cheongju International Airport/Cheongju Air Base (K-59/G-513),South Korea,CJJ,36.717008,127.498741,191,U,Asia/Seoul
5940,Chitral Airport,Pakistan,CJL,35.88660049,71.80059814,4920,N,Asia/Karachi
4300,Chumphon Airport,Thailand,CJM,10.71119976,99.36170197,18,U,Asia/Bangkok
8752,Nusawiru Airport,Indonesia,CJN,-7.719895,108.488995,16,N,Asia/Jakarta
2370,Jeju International Airport,South Korea,CJU,33.51129913,126.4929962,118,U,Asia/Seoul
3393,Chongqing Jiangbei International Airport,China,CKG,29.71920013,106.6419983,1365,U,Asia/Shanghai
6093,Chokurdakh Airport,Russia,CKH,70.62310028,147.9019928,151,N,Asia/Srednekolymsk
2143,Sarakhs Airport,Iran,CKT,36.50120163,61.06489944,945,E,Asia/Tehran
3024,Bandaranaike International Colombo Airport,Sri Lanka,CMB,7.180759907,79.88410187,30,U,Asia/Colombo
7564,Chi Mei Airport,Taiwan,CMJ,23.21310043,119.4179993,63,U,Asia/Taipei
8974,Changhai Airport,China,CNI,39.26666667,122.6669444,80,N,Asia/Shanghai
3931,Chiang Mai International Airport,Thailand,CNX,18.76679993,98.96260071,1036,U,Asia/Bangkok
3044,Cooch Behar Airport,India,COH,26.33049965,89.46720123,138,N,Asia/Calcutta
3136,Cochin International Airport,India,COK,10.152,76.401901,30,N,Asia/Calcutta
6795,Choibalsan Airport,Mongolia,COQ,48.13570023,114.6460037,2457,U,Asia/Ulaanbaatar
6759,Shahrekord Airport,Iran,CQD,32.29719925,50.84220123,6723,E,Asia/Tehran
4140,Diosdado Macapagal International Airport,Philippines,CRK,15.186,120.559998,484,N,Asia/Manila
6024,Catarman National Airport,Philippines,CRM,12.5024004,124.6360016,6,N,Asia/Manila
2978,Turkmenabat Airport,Turkmenistan,CRZ,39.08330154,63.61330032,630,U,Asia/Ashgabat
3371,Changsha Huanghua International Airport,China,CSX,28.18919945,113.2200012,217,U,Asia/Shanghai
2287,New Chitose Airport,Japan,CTS,42.77519989,141.6920013,82,U,Asia/Tokyo
3395,Chengdu Shuangliu International Airport,China,CTU,30.57850075,103.9469986,1625,U,Asia/Shanghai
3068,Cox's Bazar Airport,Bangladesh,CXB,21.45219994,91.96389771,12,U,Asia/Dhaka
3899,Tunggul Wulung Airport,Indonesia,CXP,-7.645060062,109.0339966,69,N,Asia/Jakarta
6189,Cam Ranh Airport,Vietnam,CXR,11.99820042,109.2190018,40,U,Asia/Saigon
2265,Chiayi Airport,Taiwan,CYI,23.46179962,120.3929977,85,U,Asia/Taipei
6023,Calbayog Airport,Philippines,CYP,12.07269955,124.5449982,12,N,Asia/Manila
6010,Cuyo Airport,Philippines,CYU,10.85809994,121.0690002,0,N,Asia/Manila
6094,Cherskiy Airport,Russia,CYX,68.74060059,161.3379974,20,N,Asia/Srednekolymsk
6733,Cauayan Airport,Philippines,CYZ,16.92989922,121.7529984,200,N,Asia/Manila
4109,Changzhou Benniu Airport,China,CZX,31.919701,119.778999,0,U,Asia/Shanghai
3076,Hazrat Shahjalal International Airport,Bangladesh,DAC,23.843347,90.397783,30,U,Asia/Dhaka
3196,Da Nang International Airport,Vietnam,DAD,16.04389954,108.1989975,33,U,Asia/Saigon
2236,Damascus International Airport,Syria,DAM,33.41149902,36.5155983,2020,E,Asia/Damascus
6344,Datong Airport,China,DAT,40.060299,113.482002,3442,U,Asia/Shanghai
6397,Dachuan Airport,China,DAX,31.1302,107.4295,0,U,Asia/Shanghai
5941,Dalbandin Airport,Pakistan,DBA,28.87829971,64.39980316,2800,N,Asia/Karachi
3045,Dhanbad Airport,India,DBD,23.83399963,86.4253006,847,N,Asia/Calcutta
9310,Daocheng Yading Airport,China,DCY,29.323056,100.053333,14472,N,Asia/Shanghai
6433,Dandong Airport,China,DDG,40.0247,124.286003,30,N,Asia/Shanghai
5942,Dera Ghazi Khan Airport,Pakistan,DEA,29.96100044,70.48590088,492,N,Asia/Karachi
3092,Dehradun Airport,India,DED,30.189699,78.180298,1831,N,Asia/Calcutta
2098,Dezful Airport,Iran,DEF,32.434399,48.397598,474,E,Asia/Tehran
3093,Indira Gandhi International Airport,India,DEL,28.5665,77.103104,777,N,Asia/Calcutta
2237,Deir ez-Zor Air Base,Syria,DEZ,35.2854,40.175999,700,E,Asia/Damascus
2425,Sibulan Airport,Philippines,DGT,9.333709717,123.3000031,15,N,Asia/Manila
2065,King Abdulaziz Air Base,Saudi Arabia,DHA,26.26539993,50.15200043,84,U,Asia/Riyadh
2184,Al Dhafra Air Base,United Arab Emirates,DHF,24.24819946,54.54769897,77,U,Asia/Dubai
4188,Dhangarhi Airport,Nepal,DHI,28.75329971,80.58190155,690,N,Asia/Katmandu
6760,Kangra Airport,India,DHM,32.1651001,76.26339722,2525,N,Asia/Calcutta
2241,Doha International Airport,Qatar,DIA,25.261101,51.565102,35,U,Asia/Qatar
3057,Dibrugarh Airport,India,DIB,27.48390007,95.01689911,362,N,Asia/Calcutta
6375,Diqing Airport,China,DIG,27.7936,99.6772,10761,U,Asia/Shanghai
3310,Presidente Nicolau Lobato International Airport,East Timor,DIL,-8.54640007,125.526001,154,U,Asia/Dili
6192,Dien Bien Phu Airport,Vietnam,DIN,21.39749908,103.0080032,1611,U,Asia/Saigon
5711,Diu Airport,India,DIU,20.71310043,70.9210968,31,N,Asia/Calcutta
3287,Sultan Thaha Airport,Indonesia,DJB,-1.638020039,103.6439972,82,N,Asia/Jakarta
3244,Sentani International Airport,Indonesia,DJJ,-2.576950073,140.5160065,289,N,Asia/Jayapura
8695,Dikson Airport,Russia,DKS,73.51780701,80.37966919,47,N,Asia/Krasnoyarsk
3404,Zhoushuizi Airport,China,DLC,38.96569824,121.5390015,107,U,Asia/Shanghai
4153,Lien Khuong Airport,Vietnam,DLI,11.75,108.366997,3156,U,Asia/Saigon
4054,Dali Airport,China,DLU,25.649401,100.319,7050,U,Asia/Shanghai
6372,Dalanzadgad Airport,Mongolia,DLZ,43.59170151,104.4300003,4787,U,Asia/Ulaanbaatar
2911,Taraz Airport,Kazakhstan,DMB,42.85359955,71.3035965,2184,U,Asia/Qyzylorda
3157,Don Mueang International Airport,Thailand,DMK,13.91259956,100.6070023,9,U,Asia/Bangkok
2064,King Fahd International Airport,Saudi Arabia,DMM,26.47120094,49.79790115,72,U,Asia/Riyadh
6174,Dimapur Airport,India,DMU,25.88389969,93.77110291,487,N,Asia/Calcutta
2386,Kadena Air Base,Japan,DNA,26.3556,127.767998,143,U,Asia/Tokyo
4308,Dunhuang Airport,China,DNH,40.16109848,94.80919647,0,U,Asia/Shanghai
4178,Tulsipur Airport,Nepal,DNP,28.11109924,82.29419708,2100,N,Asia/Katmandu
4186,Dolpa Airport,Nepal,DOP,28.98570061,82.81909943,8200,N,Asia/Katmandu
4145,Dongying Shengli Airport,China,DOY,37.50859833,118.788002,15,U,Asia/Shanghai
4201,Dipolog Airport,Philippines,DPL,8.601983499,123.3418751,12,N,Asia/Manila
3940,Ngurah Rai (Bali) International Airport,Indonesia,DPS,-8.748169899,115.1669998,14,N,Asia/Makassar
9845,Saertu Airport,China,DQA,46.74638889,125.1405556,496,N,Asia/Shanghai
5943,Dera Ismael Khan Airport,Pakistan,DSK,31.90940094,70.89659882,594,N,Asia/Karachi
6434,Ordos Ejin Horo Airport,China,DSN,39.49,109.8613889,4557,N,Asia/Shanghai
8785,Sondok Airport,North Korea,DSO,39.745201,127.473999,12,U,Asia/Pyongyang
9874,Silangit Airport,Indonesia,DTB,2.25973,98.991898,4700,N,Asia/Jakarta
6208,Datadawai Airport,Indonesia,DTD,0.8106,114.5306,508,N,Asia/Makassar
2406,Daet Airport,Philippines,DTE,14.12919998,122.9800034,10,N,Asia/Manila
3274,Pinang Kampai Airport,Indonesia,DUM,1.60919,101.433998,55,N,Asia/Jakarta
4090,Francisco Bangoy International Airport,Philippines,DVO,7.125520229,125.6460037,96,N,Asia/Manila
8076,Al Maktoum International Airport,United Arab Emirates,DWC,24.896356,55.161389,114,U,Asia/Dubai
2188,Dubai International Airport,United Arab Emirates,DXB,25.25279999,55.36439896,62,U,Asia/Dubai
6353,Dayong Airport,China,DYG,29.1028,110.443001,692,U,Asia/Shanghai
6098,Ugolny Airport,Russia,DYR,64.734902,177.740997,194,N,Asia/Anadyr
2979,Dushanbe Airport,Tajikistan,DYU,38.54330063,68.82499695,2575,U,Asia/Dushanbe
6085,Zhezkazgan Airport,Kazakhstan,DZN,47.708302,67.733299,1250,U,Asia/Qyzylorda
2075,Nejran Airport,Saudi Arabia,EAM,17.6114006,44.4192009,3982,U,Asia/Riyadh
3989,Erbil International Airport,Iraq,EBL,36.23759842,43.96319962,1341,U,Asia/Baghdad
5780,Ercan International Airport,Cyprus,ECN,35.15470123,33.49610138,404,E,Asia/Nicosia
6117,Yeniseysk Airport,Russia,EIE,58.4742012,92.11250305,253,N,Asia/Krasnoyarsk
1595,Ein Yahav Airfield,Israel,EIY,30.62170029,35.20330048,-164,E,Asia/Jerusalem
2095,Al Wajh Domestic Airport,Saudi Arabia,EJH,26.19860077,36.47639847,66,U,Asia/Riyadh
9156,Ekibastuz Airport,Kazakhstan,EKB,51.5909996,75.21499634,621,N,Asia/Qyzylorda
2067,Gassim Airport,Saudi Arabia,ELQ,26.30279922,43.7743988,2126,U,Asia/Riyadh
3914,Ende (H Hasan Aroeboesman) Airport,Indonesia,ENE,-8.849289894,121.6610031,49,N,Asia/Makassar
6358,Enshi Airport,China,ENH,30.32029915,109.4850006,1605,U,Asia/Shanghai
6367,Yan'an Ershilipu Airport,China,ENY,36.636902,109.554001,3100,U,Asia/Shanghai
9805,Yerbogachen Airport,Russia,ERG,61.27500153,108.0299988,400,N,Asia/Irkutsk
1594,Eilat Airport,Israel,ETH,29.56130028,34.96009827,42,E,Asia/Jerusalem
2435,Evelio Javier Airport,Philippines,EUQ,10.76599979,121.9329987,23,N,Asia/Manila
3964,Zvartnots International Airport,Armenia,EVN,40.14730072,44.39590073,2838,E,Asia/Yerevan
8428,Beloyarskiy Airport,Russia,EYK,63.686901,66.698601,82,N,Asia/Yekaterinburg
6424,Berezovo Airport,Russia,EZV,63.92100143,65.03050232,98,N,Asia/Yekaterinburg
2153,Fasa Airport,Iran,FAZ,28.89179993,53.72330093,4261,E,Asia/Tehran
5922,Fayzabad Airport,Afghanistan,FBD,37.121101,70.518097,3872,U,Asia/Kabul
6149,Fergana International Airport,Uzbekistan,FEG,40.35879898,71.74500275,1980,U,Asia/Samarkand
2189,Fujairah International Airport,United Arab Emirates,FJR,25.11219978,56.32400131,152,U,Asia/Dubai
2319,Fukui Airport,Japan,FKJ,36.14279938,136.223999,19,U,Asia/Tokyo
3257,Fakfak Airport,Indonesia,FKQ,-2.920190096,132.2669983,462,N,Asia/Jayapura
5999,Fukushima Airport,Japan,FKS,37.22740173,140.4309998,1221,U,Asia/Tokyo
3280,Dr Ferdinand Lumban Tobing Airport,Indonesia,FLZ,1.55594,98.888901,33,N,Asia/Jakarta
3377,Pyongyang Sunan International Airport,North Korea,FNJ,39.224098,125.669998,117,U,Asia/Pyongyang
3385,Fuzhou Changle International Airport,China,FOC,25.93510056,119.663002,46,U,Asia/Shanghai
2912,Manas International Airport,Kyrgyzstan,FRU,43.06129837,74.4776001,2058,U,Asia/Bishkek
7503,Fuyang Xiguan Airport,China,FUG,32.882157,115.734364,104,U,Asia/Shanghai
